step_order,x_t,y_t,z_t,x_dif,y_dif,z_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
17,734.168572659291,-400.7159375221159,175.0269652909606,12.808949340708978,-0.2086924778840853,-11.18030329096058,-46.617890869031484,59.775028740731244,37.51493572068586,69.2159927772714,-43.612042377117795,-47.812333119751735,94.26044645273298
18,734.957451648391,-391.4606017689291,230.6436615365852,7.817429351609007,2.7005657689291525,-0.32398453658518633,126.16440585544912,-73.47025803496739,-81.34825640363546,57.298912503601876,-69.35623141689788,28.739226333761675,83.66565869055543
19,699.720854097745,-390.7454145501348,249.7383736108083,8.00380290225496,-8.002325449865225,4.8188493891916835,127.21243017401817,-87.64878003688958,-52.274888303021704,76.55885286247074,-160.33711385988343,40.74534201425912,130.47925292020483
20,667.1947979422241,-356.7689194746328,235.5649694236425,11.125467057775836,-0.29268252536718364,0.5370275763575023,121.87696284637249,-83.73851411302356,-58.098331809962374,83.14007636908124,-121.57466332357636,44.16243818289618,126.2392897776951
21,632.0743236512475,-341.272867017589,248.3739024645778,10.519757348752478,-4.648934982410992,3.8223485354221793,122.10476244323692,-89.12600045077649,-50.75651886242942,94.43901785961444,-148.19585897872773,45.39250156351439,134.44634743379777
22,597.0090485383728,-329.91089857295407,243.1580099343533,8.996206461627253,-4.942938427045931,5.01033106564671,120.08280572878459,-87.31542213359701,-52.50643779406371,103.39506399368265,-152.93483071746923,64.73877222357304,139.1723278701967
23,563.3009680463756,-302.5335036680412,244.59768665888421,10.993324953624438,4.366642668041209,3.1237023411157736,109.51704584197331,-69.83061319847516,-78.17663959054718,110.47344022893077,17.974488575237565,-46.01930025994944,10.726076457269405
24,560.4395319529517,-311.907679177289,308.7046669572187,9.149970047048328,3.084623177289018,-2.4444779572186803,108.80129487488642,-49.75138226829084,-92.33351490319465,101.20354643581823,51.78723452707803,-41.632421399556115,1.1222691636903612
25,598.0336279326921,-324.3730004512263,319.3528633981415,9.574552067307877,4.3852494512262865,0.7179826018585231,111.20748006613402,-56.98031193046383,-88.01767495987576,94.68456276153499,33.220876366878414,-31.91514388265176,-4.520155661738507
26,632.6677504231674,-337.2260555724582,323.5285515724509,9.416480576832669,4.2293565724583,3.5948524275490854,114.38537414752996,-61.29184260090975,-86.4516762253236,85.64261862293341,29.507681969549278,-18.571125856604453,-7.458355255964215
27,665.8679329805635,-371.98060090549814,319.1835513231689,9.724279019436494,3.1944579054982114,2.2327816768311095,119.04043071677975,-59.34037121171019,-92.97674877939147,77.57963515782517,38.40470583038035,-32.9820423477249,-3.1295794726173227
28,701.3164507221168,-388.6667539347422,320.27239135269457,9.560396277883228,2.2600269347422,3.8097116473054484,123.73441976820867,-57.8664533838502,-103.25265040626586,66.44227928197056,39.290467813819006,-18.387412554582145,-14.749586801793681
29,732.8805400243393,-412.0179118900976,306.3343932453741,13.169630975660652,-0.6521571099023618,-14.17960824537414,-12.288640023360866,62.245965611279956,-83.14597342259607,48.70811447344962,-59.2892332388045,-54.7769516787487,-148.16502949487045
30,732.889639474067,-388.64845843335024,414.1983232661321,17.017814525932977,3.436948433350267,-11.230535266132108,-33.629781677543725,63.84699361032771,128.8253447554837,1.8340839680204934,-38.474574653045565,44.55760809093037,13.40686565200365
31,700.4576159798125,-369.6813707791473,406.48617532446553,15.996479020187508,0.5899787791473727,-14.001454324465556,-25.863899231860614,56.94841611485403,123.20116697425215,-22.34976492568792,-43.87242871939716,58.28806002291797,8.388685047976018
32,665.779433716671,-348.2869946939125,396.1932500161514,7.226579283329102,9.734628693912498,3.5759359838485807,125.12113628443873,-46.851684521165446,-119.1174474744181,59.989820820547486,32.13335652050494,22.27144233993867,26.251173437703237
33,630.334073844856,-354.3535533072913,403.60099619457327,11.087884155144025,5.2934403072912914,1.8680838054266928,121.28581891245797,-41.01922288771253,-118.37962267802021,77.41908441951617,23.111220965275525,-24.12466344209121,23.946138158312255
34,596.2572125549044,-307.596017817796,395.7501673029809,8.337386445095603,9.47781181779601,1.5011846970190845,112.97267044295239,-44.89835010239924,-102.23324515767625,80.61604911464414,23.117787348086623,9.481441843188545,28.705692489111374
35,563.2418509521349,-304.75101881997193,403.1854097265529,10.666094047865158,6.9596878199719185,1.0625002734470854,108.17813858574658,-43.70024745350902,-95.29681892969292,93.2560532713336,22.715764864822656,-24.946236562670904,31.084076049265835
36,614.6085813173192,-185.0691611126842,401.4532576194516,8.468389682680709,4.384342112684209,2.1217693805483577,120.89639410953133,-41.22374527200886,-99.09972642833006,93.37121853300002,27.96684078045727,-27.76185200851571,31.899663995421815
37,650.6878530099439,-198.64323543057492,413.0482763777899,9.047200990056126,6.145161430574916,3.011898622210083,124.79899517590144,-47.87913535770585,-96.00451749063126,87.2225638950642,7.387717466642158,-35.536373397242244,25.70816408922812
38,689.3982175584728,-207.8990488754132,389.53808156361544,12.237932441527278,0.20612187541320282,-15.075429563615444,-40.42563551798491,35.87768412661856,43.36604420828552,73.31457119267701,-2.3877239181306864,3.93231878292171,76.41604863242922
39,724.6129868943044,-233.8257373793384,414.8103448875299,15.128070105695542,-4.927617620661607,-12.985039887529865,-30.111736762531926,38.064347700634215,26.34795231183658,69.04933333483804,1.931709043521465,-34.9486745439583,68.61607622925985
40,764.329076224201,-243.610868683869,388.3862452753587,13.213072775798992,-1.5134683161309965,-17.971490275358747,-20.00850479077025,42.029932756915905,4.346204815700095,49.50307719948803,15.69035777559349,14.640868289350726,71.00022007790345
41,804.3586448441752,-242.3660745673975,395.6316143606171,15.53643015582486,4.639625567397502,-16.24429836061711,-26.343838761346436,53.465989407655435,36.06813031298723,27.258200849861517,12.751790514350647,25.232203064080128,45.94307699156155
42,802.7864648207347,-235.1234964419268,314.4537486978335,12.136394179265267,7.4766084419268,-15.531239697833485,-35.26308238383892,55.56072385149886,53.57971539934049,47.862500330265135,19.04440463713032,16.794001284575522,29.45844633111497
43,764.6924216633438,-221.441512288343,321.1860107005146,12.417056336656174,7.838919288342993,-12.577678700514639,-44.359930432342026,57.92475029251871,74.86329719776249,63.915094457124496,22.109489115538743,1.9928273109647623,19.802347872475977
44,725.2975994813498,-209.4370679221327,308.9400859891572,10.399422518650113,1.6412979221327078,-14.311227989157203,-43.93632898341472,46.985963597581666,55.989269353240346,72.74930226197374,25.851728233193327,8.703353526357645,25.68423129835083
45,689.3029307621341,-218.9401154253827,326.70594294743,14.372700237865843,-0.44094457461730485,-13.759292947430026,-49.919921986320475,48.613690570445826,69.98983244016405,88.35243918807647,14.02897010522319,-43.06666098337084,28.067963877889074
46,651.4362539969383,-189.61859148899478,326.4121372399989,13.185792003061692,1.65581948899478,-10.294849239998939,-56.92877391842558,54.70070978923247,86.59449575333825,95.16115283704626,5.238592253898524,-28.25680652727651,37.021826355208496
47,612.4490518148694,-196.26767126521068,311.6567907375522,10.392613185130585,-5.97288773478931,-14.515018737552225,-51.09212442185649,34.44786966774297,57.26480025805739,102.15305444303597,34.183866987748075,-34.888836722595556,30.35077412440693
48,612.9753886904218,-181.2354798056153,228.7852372780221,9.120684309578223,1.3940858056153331,-14.913249278022192,-55.99547230892198,45.56247447817277,67.86788112595322,108.65722114225824,17.811411207643587,-28.523020079515486,30.797426811347933
49,650.8251311033694,-187.6042163071657,232.5097305376008,8.47760989663061,2.485041307165716,-14.492486537600797,-55.168980689445775,51.73219264893943,72.25219496888928,100.69724030533294,9.325631012831316,-21.060618710193612,27.514714513107823
50,690.3306200395452,-204.5250033834681,238.405152040307,10.563522960454748,2.143998383468187,-13.900822040306991,-53.02750515081649,57.47585613738738,76.81215612859937,93.85985968711205,11.165572213799871,-27.821700028527204,32.25210775312375
51,726.5740153221501,-231.0500933523264,229.3037835161733,10.571596677849925,-2.2798806476735933,-15.75675351617329,-43.33959120525057,49.628461850979974,54.83609696602446,84.61166036795434,36.96126958640443,-29.264410449568256,28.723102613857343
52,762.9227328009886,-247.6257695576896,252.7772228706302,12.944655199011436,-3.4589074423103625,-12.81214587063019,-43.079601980019,58.978695499646875,65.22982570188991,77.23709698096435,0.4752401869459384,-50.15266082315361,36.96145270371575
53,802.6817369372078,-247.9148966439483,226.3906853743701,10.872787062792213,0.9492766439483091,-16.96444737437011,-30.367697578801707,52.071572968912385,30.244258233615792,60.68945626102652,38.99558471401883,2.1866000329961808,31.232650193487448
54,803.2168720422654,-240.8513180452074,170.0081935760629,12.85105295773451,7.151956045207385,-8.653428576062993,-43.29413462454561,85.77421866329115,107.85649887257581,69.73742539461858,11.249842903603492,-18.23755658918127,-18.126590592491134
55,765.8238011360655,-234.73439611292278,169.2299797280772,13.227408863934443,5.946060112922879,-8.843026728077206,-46.31385018479174,86.41398528539072,108.73048588577518,81.93149054059663,6.848437271272432,-35.50574943334608,-19.390236461876448
56,725.2559315314413,-234.1655277109754,172.64396350395532,13.96694946855871,2.680573710975409,-8.451492503955308,-46.96997068394196,89.23979531198852,112.92969310792276,92.39307512650565,-4.2475511090695255,-58.29070084269151,-19.096398494390378
57,690.2738788332279,-214.0497239393481,164.8549904683066,12.893952166772124,1.0872779393480982,-10.31286046830661,-49.88184636252395,88.93988152815555,114.33635560280425,100.83496583747844,13.644366684846792,-57.833599353623825,-16.768189421313316
58,651.7673151877382,-206.65139260422131,160.5382149372411,10.842866812261832,-4.776260395778678,-6.102925937241082,-53.18522845699809,60.39082641831666,73.44730202253923,109.08952662223449,-169.78321555167673,61.146337505117764,-149.2023169854292
59,611.9119072479053,-199.5942272989832,154.4376085504404,11.147708752094672,-1.6276217010166931,-7.200383550440392,-30.39976253155263,38.010466119326544,20.529103983708634,116.38736918428728,-172.32273117311917,56.775163933551,-109.99263450185028
60,613.0536906445091,-195.4358166959842,73.99590695009151,10.33148135549095,3.5767386959842042,-7.259519950091516,-32.7306069240084,46.18412635202993,23.924393607846127,119.92893860045157,-179.94024642693628,65.35286277340786,-104.42927905536081
61,651.1825528803201,-188.3244132394912,86.3223243076614,9.268449119679872,1.8879182394911993,-8.044058307661402,-40.99174841552042,53.1325908816552,36.312352885612384,110.7245570308174,-33.50973069016666,-64.97242068820171,84.30080985113635
62,688.6003635812322,-197.1661262866165,83.7150178776937,8.207346418767884,0.869083286616501,-8.455134877693695,-40.65161402579329,55.423637339182285,37.394157936345664,101.73641385836171,-40.6978887902297,-54.333285648906376,91.71756533449775
63,725.1754494730142,-233.64674272443818,66.6499312588075,7.663789526985852,-3.803171275561823,-13.890758258807502,-22.552757054305008,50.581122271986544,8.283435107433226,94.18338059261157,0.32017471738439385,-36.71562498982753,73.12097482705494
64,764.1970247474706,-235.55570129637098,65.0990984959096,7.240110252529462,-0.5113297036289168,-18.1151004959096,-31.34615731529477,55.866405486863854,25.747129860255157,83.61905934552809,-15.89816842197185,-23.42123731283959,83.07453446638908
65,804.0241081034732,-255.6226046632167,80.9335875186519,9.168453896526785,-3.8892063367832748,-15.4833125186519,-27.32038602201513,59.556753306703705,20.410173472595723,75.05362380783932,-8.456168017086528,-42.743939869657545,78.95417345611973
66,802.189792864263,-261.8897956326452,3.351845536395,7.6989631357369035,-6.427920367354773,-14.400411536395,-26.23020782335959,65.52156933674743,19.27216739280852,76.33017251488364,0.20611348809340233,-55.21679424663256,78.42506870471263
67,765.2841640093827,-241.344327850175,9.4450107192616,9.075227990617236,-4.041830149824989,-12.632786719261599,-26.385074304678884,62.886762296903626,15.800628201520338,86.41176467286414,-13.794894672445578,-68.75292966234538,74.5130392167532
68,728.4732344807172,-223.2112773840366,-4.9695659671936,8.717351519282829,0.3561703840366022,-12.0299910328064,-30.043284979085634,59.38898410231697,20.38774773260696,95.76372997187526,-19.37409818884412,-53.04553659099549,85.29976319934143
69,688.3407584538209,-220.8675851510561,9.397847938206,11.058864546179166,3.0072691510560787,-10.828243938206,-52.141707357515635,89.07985402888619,86.5073372416556,104.93950347231966,-14.7496762405055,-68.6638479605276,0.6953262249018576
70,652.3638399076799,-192.5534953061811,0.40800739571,9.7245050923201,3.4337423061811023,-10.33931139571,-55.85508280950804,88.83032214285245,88.26044244888442,112.32657722087897,-2.01871978938874,-49.694232134649276,7.10167350133903
71,611.9908693913349,-185.5449429032774,15.019445226318,10.328112608665151,4.4647529032774855,-8.115029226318,-56.31818184888782,88.09086613561182,83.83858543183084,120.11746457606563,-25.91930001076208,-68.11564079623084,18.426030998593774
72,639.568064024508,-53.423982503918204,-3.61851150282,7.847790975491989,0.704903503918203,-10.39352449718,-43.50197592416602,78.97714751671843,75.8327287809819,120.78430912626732,-1.2403675681974036,-63.14093537026104,14.986924197890534
73,677.0791846390824,-51.7505069695827,7.7065389228443,7.960550360917523,4.170220969582701,-9.9980859228443,-43.281356863573286,84.10074777138777,79.81883116942832,111.97651198287197,-21.09106757818759,-51.983915124511284,15.081178161612293
74,717.3315478603488,-64.4551245977257,14.3690752043745,9.23193013965124,2.8917195977256966,-9.7026602043745,-39.90819624458245,82.91341036921447,75.90603873086889,104.06219284554228,-27.701658609545312,-62.9812684766468,38.577333544982466
75,759.6663887978888,-80.86064880853439,-1.6588320783751,8.523290202111184,-2.2092361914656067,-13.293804921624899,-34.82279044515634,75.90048401963665,66.55589308851933,96.4957634827673,3.040379856085309,-64.89476760363608,27.311384453983166
76,797.4209973374633,-71.2659306250557,11.827897970711401,9.686393662536716,4.426101625055793,-11.085743970711402,-35.06163248571899,82.79176329330753,73.9294972295687,85.70425564636442,-29.642507475814703,-48.122660296919655,38.49643419614117
77,838.2440334121782,-77.2141350688765,8.8266317967056,9.495877587821838,1.4499280688765026,-9.3641297967056,-31.914264220548894,83.41344708091388,73.99150925387663,75.4336739899136,-25.64311962849369,-41.13894568486455,41.63881973384591
78,838.0594585053221,-80.6765538415818,91.2250322098645,10.688800494677821,0.14651384158180747,-10.708342209864497,-30.536315047204145,74.4285005545888,68.12141844534116,74.7425557962423,-19.071901110901766,-45.657336178227816,31.842494323919436
79,797.0628112976967,-92.8607180930167,87.5053960833382,12.044663702303296,2.4988000930166976,-12.38154708333819,15.064320654659735,62.676501797584834,-45.00616156535673,85.55663708115353,-164.02907747800134,52.95154171878869,-52.60945079278275
80,759.0924385918994,-79.6905950930953,88.01366942574471,12.234789408100596,8.731025093095298,-14.597995425744713,14.622442596912892,59.09670074121643,-42.02775379842102,95.45856239424404,-177.2909274547616,67.68873664668506,-46.36330010944142
81,718.5271642820182,-82.0013343448296,74.3914718040623,9.080090717981761,-1.2034146551703913,-12.671385804062304,3.728016070644039,49.32743641443288,-16.105544537158384,103.71698130490516,7.2205822973515055,-53.33328384523199,108.8037149340215
82,680.3871414110947,-66.0799370603187,77.04640893258451,10.02988358890525,-0.6650939396812987,-12.156254932584616,0.41925258467069876,46.93666963204382,-12.274563137883856,112.20380210566496,-10.45505991442541,-66.40307630641634,110.49867455073549
83,640.1215475354448,-57.536441695056496,75.0129245189301,8.905203464555143,0.8316806950564981,-11.077211518930099,-27.731055813506327,48.95050438327127,35.06833047693562,119.73108578866524,-6.647271502923102,-62.96073739349497,72.89530141927246
84,640.668518444293,-61.0739339167846,158.8934110234078,10.309488555707048,0.2739249167845941,-10.955549023407798,-28.2825750749294,41.67568658858204,36.269155821268306,116.70113061318345,-1.1435750003727574,-60.380708843091334,74.32760457762699
85,678.2670199862152,-67.08867734336769,146.18046256289261,8.644417013784732,-1.6133686566322183,-14.820823562892627,-22.125842476927364,40.95573715865975,27.005200334631837,107.36480872355699,7.596604700717568,-37.57413904858627,63.888115937199835
86,718.7692300832822,-82.2043942399182,162.5425313342111,9.5096799167178,-5.449273760081709,-15.706792334211116,-17.71261964736751,44.673494534573535,22.794926375375535,100.9130576358278,13.897167180510193,-61.010401549349595,63.14015047537748
87,759.3128930229867,-82.45250434912211,163.61881568175428,10.729076977013278,-1.5389406508778904,-14.694102681754288,-19.014211766679207,48.331511205470854,26.05080963837975,92.27188710438415,7.784157793995502,-55.052814298623915,67.11982198553136
88,798.2706095432081,-90.3771452676338,156.028498907091,9.926465456791902,-3.0663107323662047,-15.718177907091018,-13.933030499668156,50.016302769377766,18.31388642771905,81.81217987198664,21.0093370394729,-40.18913985418489,55.74750230583778
89,835.6779610108546,-73.1049593830183,174.8504685462868,12.688303989145425,3.6110123830182914,-14.059787546286827,-24.591865374946142,61.139264742207324,44.58209172343191,70.35216430349438,-32.70847637187569,-45.49318972868391,83.19947438804044
90,837.0784084337503,-69.9775445380211,234.45002447218218,11.878539566249742,3.550612538021113,-17.832043472182193,-24.963152740501684,56.516783974878614,49.54158368754649,61.80400344332879,-38.35852611964216,-5.250334279064597,86.99053930741847
91,797.0246204306675,-67.0387619736868,230.74153789145598,11.134131569332567,1.9655669736868049,-18.205905891455984,-24.995522793278514,49.80019191260446,40.6478423592195,73.4666985919609,-29.371762056599366,-9.697282951431898,92.60095229328402
92,757.3684339881611,-84.19289269191229,227.7739786101086,10.078141011838966,-3.185649308087619,-17.659873610108605,0.41147915167259985,40.722023090363535,-11.538491764226402,84.2918037567378,5.036028411233295,-18.00610839707745,101.04057598214881
93,719.820467426613,-65.49832597933961,242.93848622423837,12.779082573386972,-0.1055370206603925,-14.147590224238371,-6.42031031520029,37.69245666674573,-1.5177886332753716,95.32963508740905,-19.829497649485592,-48.96110771211531,96.35352229835107
94,677.3343306711732,-77.8948366223049,252.1302432427211,11.986065328826726,-4.201893377695001,-10.225247242721082,0.5944522495193766,35.57560164023523,-9.615142518710574,104.33610305443482,9.953757653548134,-65.22576091010814,85.0712943304765
95,640.6097116677238,-65.53469220604451,241.0732202960728,11.961023332276227,-0.8406377939554801,-12.941392296072792,-3.4499485945816044,30.984402191281042,-4.454880470899974,111.4459682479624,-4.37671974572785,-53.97682849373688,92.90797063918507
96,638.2629921810561,-53.811957882287004,331.4152700005858,14.286435818943914,0.3745558822870052,-11.028171000585871,-7.882710258983671,27.08653685027081,-0.014369265839865428,104.33899334003236,-22.551686654552146,-59.41451309631571,98.74149321858722
97,679.5386241811871,-64.1010169638357,328.67969620072853,13.430699818812968,-0.7874740361642978,-10.671656200728535,-5.889728192118445,30.19512194606317,-1.8183177737803198,96.81784603501792,-14.19786242147995,-49.64269578418863,97.96293868599842
98,718.7683954262646,-70.8428186468016,308.5874652494573,11.84286057373538,0.3644176468016127,-18.105534249457378,-8.849920198352455,32.958791319328036,4.142815913809879,85.20450655947818,-21.184004082755227,-13.686345640918422,104.57494824626534
99,758.9305368836989,-66.8204072167722,325.1496456043142,14.55237111630106,0.7981262167721894,-16.759514604314177,-14.684557982807059,38.609220708929556,14.546075344231086,78.23397794082445,-28.094623145730278,-33.74423876337538,108.68883981818253
100,799.0330872265056,-79.28952347313229,311.63077952033257,12.779912773494402,-1.9958185268677084,-18.53374752033261,-9.852560759152318,42.19792031551837,7.839485979144325,65.37845198527087,-27.707377072115396,-6.754453342559517,104.01464685964584
101,835.5760552173903,-70.3727926682035,307.2033890584267,12.303365782609717,3.9066776682035,-19.997967058426696,-24.34557350794809,57.52119486067387,64.74323991927635,47.401236360111604,-48.30865099158605,22.571795009442717,89.07433741934733
102,837.9215565748916,-84.6902523913611,387.94891462895146,14.332780425108353,-1.3665326086388916,-19.76963862895144,-13.973810885328149,54.81877685294811,49.647597953787994,24.64505247411034,-52.7552169281462,34.22604556231553,95.55049421731793
103,796.6619148120022,-93.56747234055959,408.35210229446886,18.16538118799781,0.19200734055958435,-15.508946294468842,3.1101261230781434,67.96337909563977,44.694159231483184,-28.916468822333112,-50.213478975303815,29.620942891392026,90.59854346640708
104,759.1846702737781,-69.2120286963978,393.7299462614282,15.861806726221857,1.6431676963977964,-13.739496261428258,-20.92472629921787,38.32693150794526,31.916607044973187,64.5149215664242,-179.43968339620628,-0.2998564307576851,-119.18812307895465
105,718.3830554806227,-66.861299261512,387.9538259748187,14.625526519377331,-1.7371537384880043,-15.989879974818734,-19.330517300073083,32.40963625365501,24.435663959259973,73.53535858826996,-173.3152771915971,-2.8409230489515163,-112.76186139384056
106,680.0354094044586,-68.8596975339925,406.02489787277517,15.29260059554133,2.8670745339925077,-10.17338487277516,-23.09704123387429,28.812738537750345,29.281303193425213,86.87837645919008,-173.16952727093923,31.686095008610828,-108.83130852413922
107,639.4590535008898,-70.894882178229,406.4738056479604,15.23607249911015,0.24395017822899945,-7.949288647960373,-18.86976733035756,23.72267086722415,21.129580483373356,94.7883874695624,-163.83301229453582,38.37416677882942,-115.63561297639656
108,638.6094592177844,49.615698991764496,403.00866619183665,14.755463782215543,-1.5925409917644942,-7.3411141918366525,-0.12043561394494001,23.44955420487788,13.617789693744971,93.26237694922267,-134.83569821057728,43.35625648486286,-131.87522132972754
109,677.395879291992,58.6248165172224,386.0505129262416,11.86564970800805,-0.5023795172224013,-17.18897092624161,27.4095577927983,29.75406889024554,-36.15771449879133,81.7691041028078,-9.886366414980628,3.034433528200103,110.18071299742633
110,717.4329733122205,61.760753108329595,412.4569555594552,14.350720687779472,-2.6483521083296964,-11.405866559455262,34.91145709634733,41.49797037850559,-60.33441396783632,78.15905568770195,11.264151779691751,-28.62709620142339,115.02668758378906
111,758.0947016555768,83.11337713185341,410.34698005255274,15.360820344423132,3.3006238681465874,-11.43905905255275,21.99367469269043,39.49818587021767,-37.38413094574776,68.53850742678588,-21.303472543941986,-33.91850250166571,126.33738364726406
112,798.5199454091355,89.9046867785759,397.84130438390207,15.367341590864498,9.347829221424107,-14.956163383902094,11.435000001973748,67.57364959375768,34.90331416286715,-26.718603293169068,-15.884172266248173,50.23188535906395,64.75841338867745
113,837.4064556196164,87.4847907654993,413.2200359470774,18.13725338038364,7.716461234500699,-14.92090294707748,8.737718045219324,66.53533043539299,32.31714367678704,-12.73377712234219,-20.76084335296394,17.05074733950353,66.80910147283709
114,837.0293689503064,77.3539004554266,306.5181705040816,13.0227610496936,-1.0424574554266997,-18.64566550408159,11.11904420201802,72.34149846266956,28.231425929346702,-22.228112750456578,-42.17049637820379,54.97602930241367,96.96288365454487
115,799.4110753323334,85.5079449892053,320.684452349708,14.33792666766658,-0.2929779892052977,-16.68430334970799,16.721909041890523,43.838729633718756,-25.690131617725086,67.52093696094362,-23.909169775454824,-24.256491519651412,128.9726652107538
116,759.4647587751872,69.8949676449027,324.7822967377602,13.603175224812844,-0.059918644902708706,-13.360528737760205,29.69182722445333,44.96933785434256,-50.229409035473395,78.48929343472957,0.7535572434239319,-28.276429013956815,119.93751165334855
117,719.9005039498126,71.8185551841293,314.3202737459908,12.698000050187488,1.6414638158707078,-15.975980745990796,24.26337555026413,36.118711600099175,-33.69644823909196,86.50982760271215,-18.209176442602395,-23.412412788766325,124.72752407676214
118,677.2797773473376,78.7394967605592,331.5024132728725,13.968606652662402,5.202095239440794,-11.242878272872531,20.848545601594157,32.4872855566992,-27.222253993457027,97.02669791759737,-16.34371197721304,-57.474616027535596,128.17347021737007
119,638.1656719816611,54.734777959602795,307.5915251296787,10.855499018338833,0.48033804039720707,-15.296382129678705,33.4616197678842,30.15523302543662,-42.781082145205794,100.7800127105023,-1.3491718524222904,-16.565430429223067,120.76373169082987
120,640.0236231230982,70.130649097725,237.7107263344683,11.154700876901757,4.0318159022749995,-12.879540334468288,25.626046001860807,33.78996119649727,-32.85821035456198,111.03662892176726,-16.03969656041206,-52.344756438137566,117.52445263013698
121,677.8002234078585,57.0965567116386,251.5639288416337,11.150136592141507,-0.5919807116385982,-10.167634841633685,32.90986960446969,42.144959534683245,-45.56315033918791,103.76162503038617,18.1515618693721,-56.83660282817645,105.07046265938354
122,719.7055457928153,77.3592583383119,236.7842805019234,11.208756207184706,3.6197136616880954,-14.521462501923395,23.067380870397972,40.16244420352369,-31.99165569258528,94.99410756483366,-17.413092724637803,-41.5946984312825,113.71341680844344
123,759.2447887557389,74.09168681444079,248.3271897367417,12.29310024426104,0.35870718555921144,-12.4344037367417,25.087165616440522,46.05918654497013,-37.647077378047335,86.99245029355257,4.692815404681369,-46.96830647073022,111.92999256545704
